"attrition_flag","gender","customer_age","income_category","card_category","credit_limit","total_revolving_bal","avg_utilization_ratio","avg_open_to_buy","months_inactive_12_mon"
"Existing Customer","M",46,"$60K - $80K","Silver",30501,2030,0.067,28471,3
"Existing Customer","F",45,"Less than $40K","Blue",5371,1499,0.279,3872,3
"Existing Customer","M",37,"$80K - $120K","Blue",13441,0,0,13441,4
"Existing Customer","M",52,"$60K - $80K","Blue",9137,1729,0.189,7408,2
"Attrited Customer","F",45,"Less than $40K","Blue",5848,2517,0.43,3331,3
"Existing Customer","M",47,"$120K +","Blue",10614,784,0.074,9830,2
"Existing Customer","F",42,"Unknown","Blue",4035,1003,0.249,3032,3
"Existing Customer","F",59,"$40K - $60K","Blue",4205,710,0.169,3495,1
"Existing Customer","F",46,"Less than $40K","Blue",2586,2196,0.849,390,2
"Existing Customer","F",41,"Less than $40K","Blue",7234,1420,0.196,5814,2
"Existing Customer","M",57,"$120K +","Silver",34516,1417,0.041,33099,3
"Existing Customer","M",35,"$80K - $120K","Blue",21114,0,0,21114,2
"Existing Customer","M",53,"$40K - $60K","Blue",2522,1704,0.676,818,1
"Existing Customer","M",37,"$80K - $120K","Blue",11309,0,0,11309,3
"Attrited Customer","M",43,"$120K +","Blue",13883,783,0.056,13100,4
"Existing Customer","M",43,"$60K - $80K","Blue",13448,0,0,13448,1
"Existing Customer","M",55,"$60K - $80K","Silver",25991,0,0,25991,2
"Existing Customer","F",52,"Less than $40K","Blue",2537,1097,0.432,1440,1
"Existing Customer","M",46,"$40K - $60K","Blue",1438.3,794,0.552,644.3,2
"Attrited Customer","F",40,"Unknown","Blue",13019,0,0,13019,2
"Attrited Customer","F",53,"$40K - $60K","Blue",3339,0,0,3339,2
"Existing Customer","M",49,"$80K - $120K","Blue",28390,1141,0.04,27249,3
"Existing Customer","M",44,"$80K - $120K","Blue",23665,1624,0.069,22041,2
"Existing Customer","M",46,"$40K - $60K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",43,"Less than $40K","Blue",2459,1127,0.458,1332,2
"Attrited Customer","F",28,"Less than $40K","Blue",1624,0,0,1624,2
"Existing Customer","F",49,"$40K - $60K","Blue",8900,1700,0.191,7200,2
"Existing Customer","F",48,"Unknown","Blue",5239,1172,0.224,4067,3
"Existing Customer","F",42,"Less than $40K","Blue",9351,1482,0.158,7869,3
"Existing Customer","F",43,"Less than $40K","Blue",2655,1650,0.621,1005,2
"Existing Customer","M",51,"$120K +","Blue",3173,2517,0.793,656,2
"Existing Customer","M",48,"$60K - $80K","Blue",6243,1331,0.213,4912,2
"Existing Customer","F",37,"Unknown","Blue",6730,1093,0.162,5637,2
"Existing Customer","F",40,"Less than $40K","Blue",2490,2225,0.894,265,1
"Attrited Customer","F",51,"Less than $40K","Blue",1746,1107,0.634,639,3
"Existing Customer","M",44,"$60K - $80K","Blue",4141,1424,0.344,2717,1
"Existing Customer","F",58,"Less than $40K","Silver",11684,653,0.056,11031,1
"Existing Customer","F",47,"Less than $40K","Blue",2363,494,0.209,1869,1
"Attrited Customer","M",48,"$80K - $120K","Silver",34516,0,0,34516,3
"Existing Customer","M",46,"$60K - $80K","Silver",28829,0,0,28829,3
"Existing Customer","F",33,"$40K - $60K","Blue",1438.3,746,0.519,692.3,2
"Existing Customer","F",47,"Less than $40K","Blue",2730,1970,0.722,760,2
"Existing Customer","F",55,"Less than $40K","Blue",1994,1175,0.589,819,1
"Existing Customer","M",48,"$80K - $120K","Blue",9727,1626,0.167,8101,3
"Existing Customer","M",41,"$60K - $80K","Silver",33771,0,0,33771,2
"Existing Customer","M",39,"$60K - $80K","Blue",10452,1120,0.107,9332,2
"Attrited Customer","F",45,"Less than $40K","Blue",2858,0,0,2858,3
"Existing Customer","M",46,"$40K - $60K","Blue",4707,1121,0.238,3586,2
"Existing Customer","F",49,"Less than $40K","Blue",3537,0,0,3537,2
"Attrited Customer","M",46,"$80K - $120K","Blue",8258,1771,0.214,6487,3
"Existing Customer","F",46,"Less than $40K","Blue",3072,1611,0.524,1461,3
"Existing Customer","M",48,"Less than $40K","Blue",8892,889,0.1,8003,3
"Attrited Customer","M",52,"$120K +","Blue",3841,2517,0.655,1324,2
"Existing Customer","F",37,"$40K - $60K","Blue",1920,0,0,1920,3
"Existing Customer","M",42,"Less than $40K","Blue",7802,1885,0.242,5917,2
"Existing Customer","F",48,"Less than $40K","Blue",1705,1192,0.699,513,2
"Attrited Customer","F",52,"$40K - $60K","Blue",1822,1605,0.881,217,2
"Existing Customer","F",45,"Unknown","Blue",9294,2000,0.215,7294,3
"Existing Customer","M",40,"$120K +","Blue",12248,1323,0.108,10925,3
"Existing Customer","F",39,"$40K - $60K","Blue",10264,803,0.078,9461,2
"Existing Customer","M",42,"$40K - $60K","Silver",15069,1843,0.122,13226,2
"Attrited Customer","F",41,"$40K - $60K","Blue",4650,204,0.044,4446,2
"Existing Customer","F",53,"Less than $40K","Blue",3685,0,0,3685,2
"Existing Customer","F",49,"$40K - $60K","Blue",7231,2517,0.348,4714,2
"Existing Customer","M",44,"$60K - $80K","Blue",10007,1586,0.158,8421,1
"Existing Customer","M",52,"$60K - $80K","Blue",2641,1584,0.6,1057,1
"Existing Customer","F",29,"Less than $40K","Blue",3095,1488,0.481,1607,2
"Attrited Customer","F",48,"Less than $40K","Blue",3607,0,0,3607,2
"Existing Customer","F",36,"Unknown","Blue",1954,1179,0.603,775,1
"Existing Customer","M",45,"$60K - $80K","Blue",21317,0,0,21317,2
"Attrited Customer","M",41,"$80K - $120K","Blue",19402,0,0,19402,3
"Existing Customer","M",45,"$80K - $120K","Blue",8063,1485,0.184,6578,3
"Existing Customer","F",40,"$40K - $60K","Blue",3097,2409,0.778,688,2
"Attrited Customer","F",48,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",43,"Less than $40K","Blue",3161,2424,0.767,737,2
"Attrited Customer","F",38,"$40K - $60K","Blue",2435,2432,0.999,3,2
"Existing Customer","F",59,"Less than $40K","Blue",1845,1076,0.583,769,2
"Attrited Customer","F",49,"Less than $40K","Blue",1603,749,0.467,854,3
"Existing Customer","F",39,"Less than $40K","Blue",4710,1869,0.397,2841,1
"Attrited Customer","F",50,"Unknown","Blue",2751,2253,0.819,498,3
"Existing Customer","F",38,"Less than $40K","Blue",1438.3,0,0,1438.3,4
"Existing Customer","M",52,"$60K - $80K","Blue",24287,1676,0.069,22611,1
"Existing Customer","F",42,"Less than $40K","Blue",1694,1074,0.634,620,1
"Attrited Customer","F",50,"Less than $40K","Blue",1457,0,0,1457,2
"Existing Customer","M",33,"Unknown","Blue",25045,0,0,25045,1
"Existing Customer","F",52,"$40K - $60K","Blue",10859,1710,0.157,9149,2
"Existing Customer","M",45,"$40K - $60K","Silver",16928,1519,0.09,15409,2
"Existing Customer","M",37,"$40K - $60K","Blue",4297,0,0,4297,3
"Existing Customer","M",42,"$60K - $80K","Blue",8302,1294,0.156,7008,2
"Existing Customer","F",43,"Less than $40K","Blue",2734,2517,0.921,217,3
"Existing Customer","M",40,"$80K - $120K","Blue",27374,1509,0.055,25865,2
"Existing Customer","F",43,"Unknown","Blue",2960,1853,0.626,1107,3
"Existing Customer","M",54,"$60K - $80K","Blue",9110,0,0,9110,2
"Existing Customer","F",42,"Less than $40K","Blue",1539,0,0,1539,3
"Existing Customer","F",39,"$40K - $60K","Blue",1947,1160,0.596,787,2
"Existing Customer","F",45,"$40K - $60K","Blue",2667,1551,0.582,1116,1
"Existing Customer","F",54,"Less than $40K","Blue",3062,2039,0.666,1023,1
"Existing Customer","F",47,"$40K - $60K","Blue",3114,1059,0.34,2055,5
"Existing Customer","M",54,"$60K - $80K","Blue",14948,2158,0.144,12790,2
"Attrited Customer","F",49,"Less than $40K","Blue",1749,0,0,1749,2
"Existing Customer","M",44,"$40K - $60K","Blue",2534,1706,0.673,828,2
"Existing Customer","F",46,"Less than $40K","Blue",2503,2373,0.948,130,2
"Existing Customer","F",38,"Less than $40K","Blue",1854,0,0,1854,3
"Existing Customer","F",43,"Less than $40K","Blue",4092,622,0.152,3470,1
"Existing Customer","M",62,"$60K - $80K","Blue",13284,607,0.046,12677,1
"Existing Customer","F",59,"Less than $40K","Blue",4830,1469,0.304,3361,3
"Attrited Customer","F",45,"Less than $40K","Blue",5911,916,0.155,4995,2
"Existing Customer","F",53,"Unknown","Blue",11012,1328,0.121,9684,2
"Existing Customer","M",43,"$60K - $80K","Blue",19188,0,0,19188,3
"Existing Customer","F",44,"Unknown","Blue",18056,940,0.052,17116,2
"Existing Customer","F",50,"Less than $40K","Blue",1438.3,754,0.524,684.3,5
"Existing Customer","F",31,"Less than $40K","Blue",3201,984,0.307,2217,2
"Existing Customer","F",50,"$40K - $60K","Blue",1479,1004,0.679,475,1
"Existing Customer","F",38,"Less than $40K","Blue",3144,2216,0.705,928,1
"Existing Customer","M",58,"$80K - $120K","Blue",1854,1480,0.798,374,3
"Attrited Customer","M",49,"$60K - $80K","Blue",1960,0,0,1960,3
"Existing Customer","M",37,"$80K - $120K","Blue",9782,1793,0.183,7989,2
"Existing Customer","F",47,"Less than $40K","Blue",3144,0,0,3144,3
"Attrited Customer","M",47,"$40K - $60K","Blue",4738,0,0,4738,3
"Attrited Customer","F",46,"Unknown","Silver",34516,154,0.004,34362,2
"Existing Customer","F",35,"Less than $40K","Blue",1438.3,856,0.595,582.3,2
"Attrited Customer","M",43,"$120K +","Blue",34516,0,0,34516,1
"Existing Customer","F",32,"Less than $40K","Blue",2156,1114,0.517,1042,2
"Existing Customer","F",63,"Less than $40K","Blue",1938,0,0,1938,4
"Existing Customer","F",61,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","F",54,"Unknown","Blue",3781,1692,0.448,2089,3
"Existing Customer","M",48,"$60K - $80K","Gold",34516,1948,0.056,32568,2
"Existing Customer","M",49,"$120K +","Blue",1438.3,1058,0.736,380.3,2
"Attrited Customer","M",49,"$80K - $120K","Blue",3261,0,0,3261,2
"Existing Customer","F",35,"Less than $40K","Blue",2211,1370,0.62,841,3
"Existing Customer","F",39,"Unknown","Blue",1493,792,0.53,701,2
"Existing Customer","F",48,"Unknown","Blue",20631,2048,0.099,18583,1
"Existing Customer","F",53,"Less than $40K","Blue",2255,1647,0.73,608,2
"Existing Customer","M",51,"$80K - $120K","Blue",1507,961,0.638,546,1
"Existing Customer","F",65,"Less than $40K","Silver",11097,0,0,11097,1
"Existing Customer","F",49,"Unknown","Blue",8162,1704,0.209,6458,1
"Existing Customer","M",44,"$60K - $80K","Blue",18721,1568,0.084,17153,1
"Attrited Customer","F",62,"Less than $40K","Blue",5210,0,0,5210,2
"Existing Customer","F",43,"Less than $40K","Blue",1736,1513,0.872,223,2
"Existing Customer","M",51,"$80K - $120K","Blue",1864,1427,0.766,437,2
"Existing Customer","F",43,"Less than $40K","Blue",6611,1041,0.157,5570,3
"Existing Customer","F",34,"Unknown","Blue",7942,2087,0.263,5855,1
"Attrited Customer","M",49,"$80K - $120K","Blue",13382,1159,0.087,12223,3
"Attrited Customer","M",63,"Unknown","Blue",18550,0,0,18550,0
"Existing Customer","F",39,"Less than $40K","Blue",2650,1646,0.621,1004,3
"Attrited Customer","M",37,"$40K - $60K","Blue",1696,0,0,1696,2
"Existing Customer","F",40,"Less than $40K","Blue",2628,1771,0.674,857,1
"Existing Customer","F",46,"$40K - $60K","Blue",1457,563,0.386,894,3
"Existing Customer","M",46,"$80K - $120K","Blue",34516,1259,0.036,33257,1
"Existing Customer","F",40,"Unknown","Blue",3056,2038,0.667,1018,1
"Existing Customer","M",52,"$80K - $120K","Blue",2650,1049,0.396,1601,2
"Existing Customer","F",58,"Less than $40K","Blue",3331,2251,0.676,1080,2
"Existing Customer","F",49,"Less than $40K","Blue",3343,1820,0.544,1523,2
"Attrited Customer","M",51,"$60K - $80K","Blue",4123,1760,0.427,2363,3
"Existing Customer","F",55,"Less than $40K","Blue",2677,1555,0.581,1122,1
"Attrited Customer","F",57,"Less than $40K","Blue",3023,2517,0.833,506,3
"Existing Customer","F",56,"Less than $40K","Blue",2238,1324,0.592,914,3
"Attrited Customer","F",59,"Unknown","Blue",3875,1397,0.361,2478,3
"Existing Customer","M",42,"$60K - $80K","Blue",20803,1747,0.084,19056,2
"Attrited Customer","M",48,"$40K - $60K","Blue",2760,0,0,2760,3
"Existing Customer","M",45,"$80K - $120K","Blue",9086,1254,0.138,7832,2
"Existing Customer","M",47,"$60K - $80K","Blue",21142,0,0,21142,3
"Existing Customer","M",62,"Less than $40K","Blue",3653,1769,0.484,1884,2
"Existing Customer","F",44,"Less than $40K","Blue",1713,0,0,1713,2
"Existing Customer","M",55,"$80K - $120K","Blue",34516,1718,0.05,32798,1
"Existing Customer","M",43,"$80K - $120K","Blue",6548,1244,0.19,5304,1
"Existing Customer","F",35,"$40K - $60K","Blue",1953,1554,0.796,399,1
"Existing Customer","M",49,"$40K - $60K","Blue",3051,1783,0.584,1268,1
"Attrited Customer","M",44,"$80K - $120K","Blue",25256,966,0.038,24290,2
"Attrited Customer","F",48,"Unknown","Blue",1630,1243,0.763,387,3
"Existing Customer","M",42,"$120K +","Gold",34516,1045,0.03,33471,2
"Existing Customer","M",43,"$40K - $60K","Blue",10800,1491,0.138,9309,2
"Attrited Customer","F",39,"Less than $40K","Blue",1876,1536,0.819,340,3
"Attrited Customer","M",42,"$60K - $80K","Blue",4963,0,0,4963,3
"Existing Customer","M",44,"$60K - $80K","Blue",16739,1229,0.073,15510,1
"Existing Customer","F",56,"Less than $40K","Blue",2463,1621,0.658,842,6
"Existing Customer","M",46,"$80K - $120K","Silver",34516,1278,0.037,33238,3
"Existing Customer","M",50,"$60K - $80K","Blue",4743,1687,0.356,3056,1
"Existing Customer","M",43,"$60K - $80K","Blue",9382,1455,0.155,7927,3
"Existing Customer","F",45,"Less than $40K","Blue",2059,1118,0.543,941,2
"Existing Customer","M",58,"$60K - $80K","Blue",20410,1196,0.059,19214,2
"Existing Customer","F",39,"Less than $40K","Blue",6798,918,0.135,5880,3
"Existing Customer","F",44,"Less than $40K","Blue",6472,2128,0.329,4344,1
"Existing Customer","M",45,"Less than $40K","Blue",2766,1985,0.718,781,1
"Existing Customer","F",55,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",49,"Less than $40K","Blue",3283,1856,0.565,1427,3
"Existing Customer","F",46,"Less than $40K","Blue",2470,1961,0.794,509,1
"Existing Customer","M",43,"$120K +","Blue",20695,1250,0.06,19445,1
"Existing Customer","F",42,"Less than $40K","Blue",4228,1709,0.404,2519,2
"Existing Customer","M",45,"$80K - $120K","Blue",31743,1332,0.042,30411,3
"Existing Customer","F",48,"Less than $40K","Blue",3212,2517,0.784,695,3
"Existing Customer","F",47,"Unknown","Blue",5884,1382,0.235,4502,2
"Existing Customer","F",44,"Less than $40K","Blue",1724,0,0,1724,2
"Attrited Customer","F",59,"Less than $40K","Blue",2468,0,0,2468,3
"Attrited Customer","F",49,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",47,"Less than $40K","Blue",3111,1541,0.495,1570,1
"Existing Customer","F",58,"Less than $40K","Blue",2799,1532,0.547,1267,1
"Existing Customer","F",48,"Less than $40K","Blue",1912,1163,0.608,749,3
"Existing Customer","M",46,"$80K - $120K","Blue",18927,887,0.047,18040,3
"Attrited Customer","F",51,"Less than $40K","Blue",2016,395,0.196,1621,4
"Existing Customer","M",51,"$80K - $120K","Blue",4830,1970,0.408,2860,2
"Attrited Customer","M",56,"$80K - $120K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",50,"Less than $40K","Blue",1986,1614,0.813,372,3
"Existing Customer","M",47,"$80K - $120K","Blue",2877,1136,0.395,1741,1
"Existing Customer","F",53,"Less than $40K","Blue",2312,1997,0.864,315,2
"Existing Customer","F",46,"$40K - $60K","Blue",2644,2126,0.804,518,3
"Existing Customer","F",39,"Less than $40K","Blue",2062,1302,0.631,760,3
"Existing Customer","F",50,"Less than $40K","Blue",3510,1881,0.536,1629,2
"Existing Customer","M",55,"$80K - $120K","Blue",15026,916,0.061,14110,2
"Attrited Customer","M",50,"$80K - $120K","Blue",27186,0,0,27186,3
"Existing Customer","M",45,"$60K - $80K","Blue",2174,877,0.403,1297,3
"Existing Customer","M",42,"$80K - $120K","Blue",29535,895,0.03,28640,1
"Existing Customer","F",50,"Less than $40K","Blue",2974,2090,0.703,884,2
"Attrited Customer","F",50,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",51,"Less than $40K","Blue",8148,701,0.086,7447,3
"Existing Customer","F",48,"Less than $40K","Blue",2646,1983,0.749,663,6
"Attrited Customer","F",37,"Unknown","Blue",2054,0,0,2054,3
"Attrited Customer","M",43,"$120K +","Blue",34516,1477,0.043,33039,2
"Existing Customer","F",37,"Less than $40K","Blue",1879,1486,0.791,393,3
"Existing Customer","M",45,"$80K - $120K","Blue",15913,1696,0.107,14217,2
"Existing Customer","F",44,"Less than $40K","Blue",8685,0,0,8685,3
"Existing Customer","F",60,"$40K - $60K","Blue",2676,1740,0.65,936,3
"Existing Customer","F",58,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","M",42,"$40K - $60K","Blue",1711,0,0,1711,1
"Existing Customer","M",61,"$40K - $60K","Blue",2572,1969,0.766,603,2
"Attrited Customer","M",56,"$60K - $80K","Blue",4535,0,0,4535,2
"Existing Customer","M",44,"$60K - $80K","Blue",5950,1117,0.188,4833,6
"Attrited Customer","M",39,"$40K - $60K","Blue",2088,975,0.467,1113,3
"Existing Customer","F",43,"Less than $40K","Silver",10466,2080,0.199,8386,3
"Existing Customer","M",39,"$60K - $80K","Blue",4761,1561,0.328,3200,2
"Existing Customer","F",50,"Less than $40K","Blue",1488,755,0.507,733,1
"Existing Customer","M",44,"$60K - $80K","Blue",19114,1754,0.092,17360,1
"Existing Customer","F",30,"Unknown","Blue",7536,1272,0.169,6264,5
"Existing Customer","F",47,"Unknown","Blue",2441,1672,0.685,769,3
"Existing Customer","M",47,"$80K - $120K","Blue",13189,1205,0.091,11984,3
"Attrited Customer","F",49,"Less than $40K","Blue",1914,0,0,1914,3
"Existing Customer","F",42,"$40K - $60K","Blue",2468,1850,0.75,618,2
"Existing Customer","F",57,"Less than $40K","Blue",2564,1258,0.491,1306,3
"Attrited Customer","F",43,"Less than $40K","Blue",1679,951,0.566,728,2
"Existing Customer","F",44,"$40K - $60K","Blue",3410,1110,0.326,2300,1
"Existing Customer","F",45,"Less than $40K","Blue",2728,0,0,2728,5
"Existing Customer","M",51,"$60K - $80K","Blue",7119,1513,0.213,5606,3
"Existing Customer","F",57,"Less than $40K","Blue",3532,869,0.246,2663,1
"Existing Customer","F",60,"Unknown","Blue",7459,1717,0.23,5742,3
"Existing Customer","F",64,"Less than $40K","Blue",2294,1582,0.69,712,2
"Existing Customer","M",37,"$80K - $120K","Blue",1663,0,0,1663,3
"Existing Customer","F",49,"$40K - $60K","Blue",5129,1654,0.322,3475,3
"Attrited Customer","F",53,"Less than $40K","Blue",1722,0,0,1722,2
"Existing Customer","F",46,"Unknown","Blue",2586,1270,0.491,1316,3
"Existing Customer","F",50,"Less than $40K","Blue",8708,996,0.114,7712,3
"Existing Customer","F",56,"Less than $40K","Blue",8869,0,0,8869,2
"Existing Customer","F",45,"Less than $40K","Blue",2641,1336,0.506,1305,2
"Existing Customer","M",43,"$80K - $120K","Blue",34516,1048,0.03,33468,3
"Existing Customer","M",52,"$80K - $120K","Silver",34516,1473,0.043,33043,6
"Existing Customer","F",47,"Less than $40K","Blue",1965,1175,0.598,790,1
"Existing Customer","F",50,"Less than $40K","Blue",1513,0,0,1513,3
"Attrited Customer","M",42,"$40K - $60K","Blue",10543,0,0,10543,2
"Existing Customer","M",49,"$80K - $120K","Blue",17764,1459,0.082,16305,2
"Existing Customer","F",50,"$40K - $60K","Blue",1438.3,0,0,1438.3,1
"Existing Customer","F",49,"$40K - $60K","Blue",6371,1946,0.305,4425,2
"Existing Customer","M",43,"$80K - $120K","Blue",19188,1622,0.085,17566,1
"Existing Customer","M",60,"Less than $40K","Blue",3076,2257,0.734,819,3
"Existing Customer","M",49,"$40K - $60K","Blue",2822,1501,0.532,1321,3
"Attrited Customer","F",42,"$40K - $60K","Blue",4139,0,0,4139,3
"Existing Customer","M",42,"$80K - $120K","Silver",34516,904,0.026,33612,2
"Existing Customer","M",43,"$120K +","Blue",4121,2084,0.506,2037,2
"Existing Customer","F",42,"Less than $40K","Silver",10074,1079,0.107,8995,1
"Existing Customer","M",43,"$60K - $80K","Blue",2621,598,0.228,2023,2
"Existing Customer","M",47,"$60K - $80K","Blue",3394,0,0,3394,2
"Existing Customer","M",56,"$80K - $120K","Blue",17628,1414,0.08,16214,1
"Existing Customer","M",56,"$80K - $120K","Blue",4480,2465,0.55,2015,3
"Existing Customer","F",43,"Less than $40K","Blue",3370,2284,0.678,1086,3
"Attrited Customer","M",38,"$60K - $80K","Blue",12871,0,0,12871,3
"Existing Customer","F",47,"Unknown","Blue",3112,2023,0.65,1089,2
"Attrited Customer","F",57,"Less than $40K","Blue",1551,790,0.509,761,3
"Existing Customer","M",44,"$60K - $80K","Blue",1682,930,0.553,752,2
"Existing Customer","F",42,"Less than $40K","Blue",2758,2017,0.731,741,3
"Existing Customer","F",49,"Less than $40K","Blue",1909,866,0.454,1043,2
"Existing Customer","M",48,"$80K - $120K","Blue",11332,1647,0.145,9685,1
